-5727.4, -5727.4, 1
-5755.5, -5741.45, 1
-5767.7, -5750.2, 1
-5447.7, -5674.575, 1
-5542.7, -5648.2, 1
-5377.0, -5603.0, 1
-5570.1, -5598.3, 1
-5472.8, -5582.6125, 1
-5785.7, -5605.177777777778, 1
-6581.8, -5702.84, 1
-7110.7, -5830.827272727272, 1
-7031.4, -5930.875, 1
-7116.2, -6022.053846153846, 1
-7027.3, -6093.857142857143, 1
-7098.3, -6160.820000000001, 1
-7079.5, -6218.2375, 1
-6991.7, -6263.735294117647, 1
-6921.6, -6300.283333333333, 1
-7065.5, -6340.557894736841, 1
-7048.5, -6375.954999999999, 1
-6937.4, -6402.690476190475, 1
-5111.9, -6344.018181818181, 1
-4179.2, -6249.895652173912, 1
-4290.1, -6168.237499999999, 1
-4298.1, -6093.431999999999, 1
-4224.2, -6021.53846153846, 1
-4227.1, -5955.077777777777, 1
-4210.3, -5892.764285714285, 1
-4152.9, -5832.76896551724, 1
-4145.1, -5776.5133333333315, 1
-4033.9, -5720.299999999998, 1
-4040.5, -5667.806249999999, 1
-4085.4, -5619.854545454544, 1
-4124.7, -5575.879411764704, 1
-4120.2, -5534.288571428569, 1
-4147.1, -5495.755555555554, 1
-4191.9, -5460.516216216214, 1
-6998.5, -5500.989473684209, 1
-7053.6, -5540.799999999998, 1
-4456.1, -5513.682499999998, 1
-4189.1, -5481.375609756095, 1
-7061.3, -5518.992857142855, 1
-7022.5, -5553.958139534882, 1
-7013.2, -5587.122727272726, 1
-7162.5, -5622.131111111109, 1
-7241.4, -5657.33260869565, 1
-7116.6, -5688.380851063828, 1
-7051.0, -5716.768749999998, 1
-7219.0, -5747.426530612243, 1
-7138.1, -5775.239999999999, 1
-7171.0, -5802.607843137253, 1
-7017.3, -5825.967307692306, 1
-7018.2, -5848.462264150942, 1
-7012.4, -5870.0166666666655, 1
-7038.2, -5891.256363636363, 1
-6923.0, -5909.680357142856, 1
-7047.1, -5929.635087719297, 1
-7037.9, -5948.743103448275, 1
-7012.3, -5966.769491525423, 1
-7133.0, -5986.206666666666, 1
-7109.2, -6004.616393442622, 1
-7098.4, -6022.258064516128, 1
-6961.5, -6037.166666666665, 1
-7101.1, -6053.790624999999, 1
-7070.8, -6069.436923076922, 1
-7083.2, -6084.7969696969685, 1
-7033.7, -6098.959701492536, 1
-7105.8, -6113.766176470586, 1
-7085.1, -6127.843478260867, 1
-6921.9, -6139.18714285714, 1
-4722.3, -6119.23098591549, 1
-5281.5, -6107.595833333331, 1
-5549.0, -6099.943835616436, 1
-5457.7, -6091.264864864863, 1
-5521.7, -6083.670666666665, 1
-5445.4, -6075.272368421051, 1
-5615.1, -6069.296103896103, 1
-5568.2, -6062.871794871794, 1
-5726.5, -6058.613924050632, 1
-5600.6, -6052.888749999999, 1
-5652.7, -6047.948148148147, 1
-5664.1, -6043.26707317073, 1
-5622.5, -6038.197590361445, 1
-5683.8, -6033.978571428571, 1
-5752.7, -6030.669411764706, 1
-5666.2, -6026.431395348837, 1
-5660.1, -6022.2206896551725, 1
-5620.0, -6017.65, 1
-5608.5, -6013.052808988764, 1
-5494.2, -6007.287777777778, 1
-5292.2, -5999.42967032967, 1
-5302.0, -5991.848913043478, 1
-5445.3, -5985.972043010753, 1
-4679.2, -5972.070212765958, 1
-3554.4, -5946.621052631579, 1
-3452.3, -5920.638541666667, 1
-3567.8, -5896.382474226804, 1
-3552.1, -5872.461224489796, 1
-3492.2, -5848.418181818182, 1
-3503.8, -5824.972000000001, 1
