-2,-1.988888889,0
-5542.7,-5648.2,1
-2,-1.986666667,0
-1.8,-1.946153846,0
-2,-2,0
-1.8,-1.96,0
-4191.9,-5460.516216,1
-2,-1.95,0
-5292.2,-5999.42967,1
-1.8,-1.980952381,0
-5570.1,-5598.3,1
-4227.1,-5955.077778,1
-2,-1.950819672,0
-6991.7,-6263.735294,1
-2,-1.989473684,0
-4290.1,-6168.2375,1
-2,-1.955555556,0
-7037.9,-5948.743103,1
-5302,-5991.848913,1
-2,-1.99047619,0
-2,-1.984,0
-4152.9,-5832.768966,1
-2,-1.951724138,0
-4679.2,-5972.070213,1
-2,-1.9875,0
-2,-1.952,0
-2,-1.955555556,0
-1.8,-1.957647059,0
-2,-1.959574468,0
-2,-1.959550562,0
-2,-1.95,0
-2,-1.958139535,0
-2,-1.956410256,0
-2,-1.988235294,0
-2,-1.98245614,0
-2,-1.956164384,0
-2,-1.95952381,0
-2,-1.952173913,0
-2,-2,0
-5660.1,-6022.22069,1
-2,-1.985714286,0
-2,-2,0
-2,-1.987096774,0
-7070.8,-6069.436923,1
-5445.3,-5985.972043,1
-2,-1.9575,0
-1.8,-1.955844156,0
-7018.2,-5848.462264,1
-7013.2,-5587.122727,1
-2,-1.96,0
-2,-1.986206897,0
-2,-1.951851852,0
-1.8,-1.938461538,0
-2,-1.956962025,0
-5652.7,-6047.948148,1
-4147.1,-5495.755556,1
-2,-1.95,0
-5726.5,-6058.613924,1
-2,-1.946666667,0
